propid,createdate,propfor,proptitle,propdesc,projid,blkid,price,userid,propcat,proptype,propsize,sizeunit,category,opensite,frontface,backface,floor,housetype,furnished,bedrooms,videopath,transfer,urlid,entered_by,referred_by,recstatus,recdate,actstatus,pricetype,roadid,salestatus,adtype,catid,temp_loc,temp_road,temp_area,consage,conscond,reasondesc,showprice,social
59,2018-07-20 14:12:56,Rent,120 Sqy Ground Floor Portion on Rent in 15A3 Bufferzone,"In an excellent residential area of Bufferzone 15 A/3,  good location Portion is available on Rent
120 Sqy.
Ground Floor
2 Bed DD

Contact Adeel 03333961377",18,136,21000,20,Residential,Portion,120,Sqy,General,East Open,Homes,Homes,Ground,None,N,4,,,120-sqy-portion-for-sale-north-nazimabad-town-karachi-20-59,2,"",I,,Y,Rent,215,E,N,1,"",24,1,New,Normal,"",Y,Y
60,2018-07-22 01:53:26,Sale,120 Sqy Plot for Sale in Block 1 Pir Ahmed Zaman Town,"A good location 120 Sq Yards plot is available for sale in an ideal block of Pir Ahmed Zaman Town Block 1, very close to Saadi Town.

West Open
Transfer File
Best for investment",15,81,3925000,2,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-2-60,2,"Khalid Olx A-340 to 345
https://www.olx.com.pk/item/pir-ahmed-zaman-town-block-1-IDVctaa.html#a71e4",I,,Y,Total Price,156,E,L,2,Block1,25,13,New,Normal,"",Y,Y
61,2018-07-23 11:47:00,Sale,120 Sqy Commercial Plot for Sale in Zeenatabad CHS Scheme 33,"Commercial plot for sale in Zeenatabad Cooperative Housing Society, Sector 19A Scheme 33 Karachi.
120 Sq Yards
Transfer
Best for investment. Prices are going up day by day.
Demand 75 Lacs",5,53,7000000,2,Commercial,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-2-61,2,"Bilal Mehmood FB 03353902859
Plot 34 Commercial Zeenatabad 70 Lac
https://www.facebook.com/message",I,,Y,Total Price,14,E,W,1,Zeenatabad,24,13,New,Normal,"",Y,Y
62,2018-07-23 12:01:32,Sale,125 Sqy Plot for Sale in Precinct-31 Bahria Town Karachi,"A good location 125 Sq Yards plot is available for Sale in Precinct-31 Bahria Town Karachi.
Plot No Between 456-460 on Street 12.
Back of Park face road.
All installments are paid. Karachi Transfer.
Contact for more details",1,35,2250000,2,Residential,Plot,125,Sqy,General,East Open,Plots,Park,None,None,N,0,,,125-sqy-plot-for-sale-bahria-town-karachi-karachi-2-62,2,"Avaliable my own plot.
P-31. Plot # 456. Street 12. Front of plot T road. Back of plot park and com",I,,Y,Total Price,22,E,L,1,P31,24,11,New,Normal,"",Y,Y
63,2018-07-26 05:41:28,Rent,Full Size Shop For Rent in Nagan Chowrangi Karachi,"A new shop is available for rent in Bab-e-Arif Anarkali Complex Phase II Nagan Chowrangi.

Double Roof, 
Full Size 11 x 36 ft Wide
60ft Road
Good market location with busy road, rush of customers from every side. Chance deal to start any type of trading.
",21,146,20000,58,Commercial,Shop,400,Sqf,General,East Open,Plots,Apartment,None,None,N,0,,,400-sqf-shop-for-sale-58-63,15,"",I,,Y,Rent,311,E,N,1,Nagan Chowrangi,60,5,New,Renovated,"",Y,Y
65,2018-07-28 13:36:45,Rent,2 Bed DD New Portion on Rent in PTV Housing Society,"A newly constructed beautiful 130 Sq Yards 2 Bed DD First Floor Potion is available on Rent in PTV Cooperative Housing Society Scheme 33 Karachi.
Preferred for small and education family.",25,165,17000,58,Residential,Home,130,Sqy,General,West Open,Plots,Homes,1st,None,N,4,,,130-sqy-home-for-sale-58-65,2,"",I,,Y,Rent,314,E,N,1,ptv,40,13,New,Renovated,"",Y,Y
66,2018-07-29 03:28:36,Rent,130 Sqy First Floor Portion For Rent,"PTV C.H.S Sector 51-A Scheme 33, Karachi. 

*New Constructed
*Fully Furnished
*2 Bed DD
*West Open
*40 Ft. Road Facing 
*Ideal Location",25,165,17000,58,Residential,Portion,130,Sqy,General,West Open,Plots,Plots,1st,None,N,2,,,130-sqy-portion-for-sale-scheme-33-karachi-2-66,15,Shakeeb,I,,Y,Rent,314,E,N,1,Sector 51/A,40,13,New,Renovated,"",Y,Y
67,2018-08-02 11:41:33,Sale,5 Rooms big Flat for Sale in Bab-e-Arif Nagan Chowrangi,"A good apartment for sale in Anarkali Complex Phase II (Bab-e-Arif) Nagan Chowrangi.
4th Floor
1150 Sq Ft
Road Facing
Contact for more details
",21,146,4200000,2,Residential,Apartment,1150,Sqf,General,West Open,Apartment,Apartment,4th,None,N,5,,,1150-sqf-apartment-for-sale-anarkali-complex-noth-karachi-town-karachi-karachi-2-67,2,"",I,,Y,Total Price,311,E,N,1,"",60,5,Old,Normal,"",Y,Y
69,2018-08-07 05:30:23,Sale,120 SQY Plot for Sale in Pir Ahmed Zaman Town,"Plot in Block 4 Pir Ahmed Zaman Town, Scheme 33 Main Highway Karachi.
Corner & West Open Plot
30 Ft. Road along Commercial Facing
The best chance to deal in this sector & build your dream home today.",15,84,3600000,2,Residential,Plot,120,Sqy,Corner,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-2-69,15,Hanif Estate 03343687844,I,,Y,Total Price,165,E,L,1,Scheme 33,30,13,New,Normal,"",Y,Y
70,2018-08-18 14:53:43,Sale,1250 Sqft 5 Rooms Flat for Sale in Bab-e-Arif Nagan Chowrangi,"A good deal flat on 4th Floor is available for sale in Bab-e-Arif Anakarli Comlplex Phase II Nagan Chowrangi Karachi.

Ideal location, Big flat with 5 rooms 4 Washrooms, very air and west open road facing. 
No load shedding, no water issue and no parking issue.
secure with boundary wall near to main road and market.
Available in investor price and Best deal for investors 
",21,146,4650000,2,Residential,Apartment,1250,Sqf,General,West Open,Plots,Apartment,4th,None,N,5,,,1250-sqf-apartment-for-sale-noth-karachi-town-karachi-karachi-2-70,2,Zeeshan c/o call,I,,Y,Total Price,312,E,L,2,Nagan Chowrangi,120,5,Old,Normal,"",Y,Y
71,2018-08-23 12:09:33,Sale,120 Sqy Plot for Sale Block D Ahsan Grand City Scheme33,"Residential plot in a good location.
Block D of Ahsan Grand / Garden City Scheme 33 Karachi.
All dues and charges are fully paid
Ideal Location.
Best Options for living purpose.",16,93,1350000,2,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-2-71,2,https://www.zameen.com/Property/karachi_ahsan_grand_city_residential_plot_120_square_yard_for_sale-1,I,,Y,Total Price,169,Y,W,1,Block D,24,13,New,Normal,"",Y,Y
72,2018-08-23 12:13:38,Sale,120 Sqy Plot for sale in Block 1 Ahsan Grand City Scheme 33,"Residential plot in a good location.
Block 1 of Ahsan Grand City Scheme 33 Karachi
Transfer file, Plot number B/w 28 to 32
Cost of land paid
Ideal Location.
Best Options for living purpose.",16,91,1425000,2,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-2-72,2,"Whatsapp Ref 03242010073
PLot No 29 cost of land paid demand 14 transfer",I,,Y,Total Price,186,Y,W,1,Block J,24,13,New,Normal,"",Y,Y
73,2018-08-25 00:07:30,Sale,3 Rooms Flat for Sale in SADAF PARADISE LIAQUATABAD NO. 10,"An under-construction apartment on installments is available for sale in SADAF Paradise at Ideal location of Liaquatabad No. 10. 

3 Rooms apartment on 3rd Floor in Golden B category. Total payable amount is around 2,950,000 (Including loan).
Party has paid 750,000 in installments.

Party premium (own) demand is 700,000 and the buyer will pay premium + paid installments + remaining installments.

Total demand is 1,450,000 plus remaining installments

The project is in fast pace of construction pace and will be ready on given time. SADAF PARADISE apartments have not only the advantages of a regular apartment such as security and convenient location but also all those of a house such as size and design. We establish astounding SADAF PARADISE apartment and it is form of four sided corner construction plot. There are 2 3,& 4 rooms apartment ",12,75,1450000,2,Residential,Apartment,775,Sqf,General,East Open,Plots,Apartment,3rd,None,N,3,,,775-sqf-apartment-for-sale-liquatabad-town-karachi-2-73,2,"Nadeem
03332347419",I,,Y,Own Price,66,E,W,1,Liaquatabad,24,7,New,Renovated,"",Y,Y
74,2018-08-26 02:23:21,Sale,172 Sqy Plot for Sale in Corniche CHS Sector 17/A Scheme 33,"172 Sqy Plot for Sale in Corniche CHS Sector 17/A Scheme 33 Gulzar e hijri Karachi.

Good location plot in front of Pak Scientist (Plot No 10-13)
Transfer
Ideal to build or invest.
Demand 78 lac
",34,176,7800000,2,Residential,Plot,172,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,172-sqy-plot-for-sale-scheme-33-karachi-2-74,2,"Tariq Ahsan Wala 03213453052
Plot No 9-12 demand 77",I,,Y,Total Price,380,E,L,1,Sector 17A,60,13,New,Normal,"",Y,Y
75,2018-08-26 05:19:06,Sale,200 Sqy Plot for Sale in Govt Teacher CHS Sector 16/A,"An ideal location plot is available for sale in Govt Teacher CHS Sector 16/A Scheme 33 karachi
Corner West Open on 40 Ft Road leased plot.
Contact for more details
",35,177,22000000,28,Residential,Plot,200,Sqy,Corner,West Open,Homes,Homes,None,None,N,0,,,200-sqy-plot-for-sale-govt-teacher-cooperative-housing-society-scheme-33-karachi-28-75,2,"",I,,Y,Total Price,382,E,N,1,"",30,13,New,Normal,"",Y,Y
76,2018-08-26 05:25:04,Sale,120 SQY Plot for Sale in Block 3 Pir Ahmed Zaman Town,"A pair of plot (jori) is available for sale in Pir AZT Block 3
Transfer Plots
West Open
Single 35 Lac
Jori 65 Lac",15,83,3500000,28,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-pir-ahmed-zaman-town-scheme-33-karachi-28-76,2,"",I,,Y,Total Price,162,E,N,1,"",24,13,New,Normal,"",Y,Y
77,2018-08-28 11:34:24,Sale,Precinct -15 125 Sqy Plot for Sale in Bahria Town Karachi,"Some good location plots in Precinct-15 of Bahria Town karachi are available for sale in good deals.

Plot No. 706-709
Plot No. 282-284 
Ideal time to invest and buy these properties. Contact for more details",1,15,3450000,2,Residential,Plot,125,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,125-sqy-plot-for-sale-bahria-town-karachi-karachi-2-77,2,Feroze bhai 708 and 282 own 20 lac each,I,,Y,Total Price,33,E,L,1,P15,40,11,New,Normal,"",Y,Y
78,2018-09-02 09:54:22,Sale,125 Sq. Yards Plot for sale in Precinct 26A near Jinnah Avenue,"Features are:
East open
40 Ft. Road Facing
Best time to invest & buy plot in Bahria Town Karachi
Now Contact For more details
",1,29,2500000,2,Residential,Plot,125,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,125-sqy-plot-for-sale-bahria-town-karachi-karachi-2-78,15,"Faizan 03453201540
Plot 1690",I,,Y,Total Price,52,E,L,1,26A,40,11,New,Normal,"",Y,Y
79,2018-09-02 10:11:31,Sale, 125 Sq. Yards Corner Plot for Sale in Precinct 15,"Feature:
40 Ft. Road Facing
Corner  East Open
Best time to invest & buy plot in Bahria Town Karachi
Now Contact For more details 
",1,15,3750000,2,Residential,Plot,125,Sqy,Corner,East Open,Plots,Plots,None,None,N,0,,,125-sqy-plot-for-sale-bahria-town-karachi-karachi-2-79,15,Feroze bahi 239,I,,Y,Total Price,33,E,L,15,Precinct 15,40,11,New,Normal,"",Y,Y
80,2018-09-04 08:13:15,Sale,400 SQY PLOT FOR SALE IN PIR AHMED ZAMAN TOWN,"Low Price & High Reward Plot for sale in Block 3 Pir Ahmed Zaman Town Scheme 33, Karachi.

25 ft. Road facing Ideal Location
Block 3
Next to corner
Best time to live & invest money in this project
",15,83,4800000,29,Residential,Plot,400,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,400-sqy-plot-for-sale-pir-ahmed-zaman-town-scheme-33-karachi-29-80,2,"",I,,Y,Total Price,162,E,N,1,"",25,13,New,Normal,"",Y,Y
81,2018-09-05 08:34:51,Sale,120 SQY PLOT FOR SALE IN AHSAN GARDEN /TOWN,"A quality & well placed plot in Block 4 Ahsan Garden/Town, Scheme 33 Karachi

It’s East open with next to Corner
24 ft. road facing plot
Some distance of community Hall and commercial building
Best time to invest and construct 
Possession will be given very soon 
",16,88,2200000,5,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-5-81,15,babar plotno56,I,,Y,Total Price,180,Y,L,2,Scheme 33,24,13,New,Normal,"",Y,Y
82,2018-09-06 12:30:59,Sale,80 Sqy Corner Plot for Sale in Diamond City,"An ideal location plot of 80 Sq Yards Corner is available in Diamond City Gulshan e Maymar Scheme 33.

Best for investment and construction. Price negotiable with seriuos buyer",23,148,2700000,5,Residential,Plot,80,Sqy,Corner,East Open,Plots,Homes,None,None,N,0,,,80-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-82,2,Shariq Plot 286,I,,Y,Total Price,241,Y,W,15,dimond city,24,16,New,Normal,"",Y,Y
83,2018-09-07 14:18:42,Sale,80 Sqy Corner Best Location Plot for Sale in Diamond City,"A 80 Sqy best location and corner Plot for Sale in Diamond City
Ideal for living and investment.",23,148,2750000,5,Residential,Plot,80,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,80-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-83,2,Shariq Plot No 282,I,,Y,Total Price,241,Y,W,16,Diamond city,24,16,New,Normal,"",Y,Y
84,2018-09-07 14:20:54,Sale,80 Sqy Plot for Sale in Diamond City Gulshan e Maymar,"80 Sqy Plot for Sale in Diamond City Gulshan e Maymar
Best location to live and construct your own home",23,148,2600000,5,Residential,Plot,80,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,80-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-84,2,Shariq Plot 237,I,,Y,Total Price,241,Y,W,1,Diamond city,24,16,New,Normal,"",Y,Y
85,2018-09-08 14:19:24,Sale,1 Bed Lounch Studio Apartment for Sale in Al-Ghafoor Atrium North Karachi,"Al Ghafoor Atrium Tower 1 Bedroom Studion apartment for Sale in Good Price. Near Power House
4th Floor westopen full furnished 
Tiles flooring one big terrace
lift available 
Standby generator 
2 guards day or night 
Aro plant available in flat
Boring also avalaible for flat 
Boundry wall project 

Contact for details",36,178,1900000,2,Residential,Apartment,350,Sqf,General,West Open,Main Road,Apartment,4th,None,N,2,,,350-sqf-apartment-for-sale-noth-karachi-town-karachi-karachi-2-85,2,"Fb chat Sadia Ali 03432607017
4th floor road facing",I,,Y,Total Price,384,E,W,2,Power house ,24,5,New,Normal,"",Y,Y
86,2018-09-09 08:46:58,Sale,200 Sqy Plot for Sale in State Bank CHS Sector 17/A,"A 200 Sq Yards good location plot is available for sale in State Bank of Pakistan Cooperative Housing Society Scheme 33 Karachi
West open facing Madras society
Cont for more detail",37,179,11500000,2,Residential,Plot,200,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,200-sqy-plot-for-sale-scheme-33-karachi-2-86,2,Taufiq Bahi *mir asif plot no 241,I,,Y,Total Price,385,E,W,2,sector 17/A,40,13,New,Normal,"",Y,Y
92,2018-09-12 13:04:22,Sale,Residential Plot For Sale Block 4 Gulistan-e-Jauhar 240 yrds,"Residential Plot For Sale 
Gulistan E Jauhar - 240 Sq Yards   Block 4 
Prime Location, Near to main Road and market. 

Demand 2.25 Crore

Contact #: 0345 2897979",38,180,22500000,32,Residential,Plot,240,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,240-sqy-plot-for-sale-block4-gulistan-e-Jauhar-32-92,32,"",I,,Y,Total Price,390,E,N,1,Gulistan-e-Jauhar,100,0,New,Normal,"",Y,Y
96,2018-09-13 05:52:17,Sale,120 yards Plot for Sale in Diamond City Gulshan-e-Maymar,"A good residential plot is available for sale in Diamond City Opp to Sector W Gulshan-e-Maymar Karachi.
Plot No 200-205
Idea deal.",23,148,3750000,2,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-gulshan-e-maymar-karachi-2-96,2,Tahir Surhaji Plot No 200-205,I,,Y,Total Price,241,E,L,1,Diamond city,24,16,New,Normal,"",Y,Y
97,2018-09-14 11:57:01,Sale,120 Sqy West Open Plot for Sale in Diamond City,"A good location 120 Sqy Plot West Open for sale in Diamond City Gulshan e Maymar Karachi

Plot No btw R-2 to R-6
Idea for living and construction",23,148,3750000,5,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-97,2,Shariq Plot No R2 & 6,I,,Y,Total Price,241,E,L,2,Diamond city,24,16,New,Normal,"",Y,Y
98,2018-09-14 11:59:37,Sale,Corner 120 Sqy Plot for sale in Diamond City,"A good location Corner Plot Size 120 Sqy for sale in Diamond City Gulshan e Maymar Karachi

Idea for living and construction",23,148,3650000,5,Residential,Plot,100,Sqy,Corner,East Open,Plots,Plots,None,None,N,0,,,100-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-98,2,Shariq R63,I,,Y,Total Price,241,E,W,15,Diamond city,24,16,New,Normal,"",Y,Y
99,2018-09-14 12:01:41,Sale,120 Sqy Park Facing Plot for Sale in Diamond City,"A good location Park facing 120 Sqy Plot for sale in Diamond City Gulshan e Maymar Karachi

Plot No 52 to 55
Idea for living and construction",23,148,4000000,5,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-gulshan-e-maymar-karachi-5-99,2,Shariq R-52,I,,Y,Total Price,241,E,W,3,Diamond city,24,16,New,Normal,"",Y,Y
100,2018-09-15 04:19:49,Sale,240 Sqy Single House for Sale Gul House Gulistan-e-Johar Block,"An ideal location 240 Sq Yard Single Story Bangalow for sale in Block 7 Gulistan e Johar Gul House Karachi. A good residential society in a VIP location.

Company designed renovated old condition house with 4 beds DD in ground floor and 2 rooms on first floor.

Ideal for investment. Contact for visit.",28,168,26000000,2,Residential,Home,240,Sqy,General,West Open,Plots,Homes,None,Single,N,6,,,240-sqy-home-for-sale-block-7-gulistan-e-johar-gulistan-e-johar-karachi-2-100,2,"Ali Ahmed
02134637282",I,,Y,Total Price,341,Y,W,2,Gulistan-e-Jauhar Block 7,40,3,Old,Normal,"",Y,Y
101,2018-09-16 07:11:44,Sale,266 Sqy Corner Plot for Sale in Diamond City,"A good location plot is available for sale in Diamond City Gulshan-e-Maymar Karachi.

266 Sqy Plot No Bw 48 to 50
Corner & West Open
30 Ft Road
An ideal location plot in a Good Project where construction of houses is in process and peoples are living.

Contact Faisal Estate
",23,148,6500000,21,Residential,Plot,266,Sqy,Corner,West Open,Plots,Plots,None,None,N,0,,,266-sqy-plot-for-sale-gulshan-e-maymar-karachi-21-101,2,Faisal Estate A1-48,I,,Y,Total Price,391,E,L,16,Diamond City,30,16,New,Normal,"",Y,Y
102,2018-09-16 07:31:07,Sale,1800 Sq Ft Flat for Sale in Diamond Tower,"A big flat in new project is available for sale.
Diamond Tower, Diamond City Gulshan-e-Maymar Karachi.

Size 1800 Sq Feet
3 Bed DD
West Open
Leased",23,181,6000000,21,Residential,Apartment,1800,Sqf,General,West Open,Plots,Apartment,2nd,None,N,5,,,1800-sqf-apartment-for-sale-gulshan-e-maymar-karachi-21-102,2,"Faisal Estate
Flat No 709",I,,Y,Total Price,392,E,W,1,Diamond tower,30,16,New,Normal,"",Y,Y
120,2018-09-20 13:31:12,Sale,120 Sqy Double Story House for Sale Bufferzone 15B,"A good location house is available for sale in Bufferzone Sector 15/B,  on 36 ft Road. Facing Girls Technical College.

120 Sq Yard Ground Plus 2 with 10 Rooms",18,139,16000000,33,Residential,Home,120,Sqy,General,East Open,Homes,Main Road,None,Single,N,10,,,120-sqy-home-for-sale-north-nazimabad-town-karachi-33-120,33,self,I,,Y,Total Price,227,E,N,1,Bufferzone Sector 15 B,36,1,Old,Renovated,"",Y,Y
121,2018-09-21 08:10:06,Sale,120 yards with extra Land.,"An ideal location plot for sale on Nagan to Godhra way Right site Sector 15/B, Main Road

Plot No R-4 to R-8",18,139,14000000,33,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-north-nazimabad-town-karachi-33-121,33,self,I,,Y,Total Price,227,E,W,2,"R-5, Sector 15/b, buffer zone north nazimabad town karachi.",36,1,New,Normal,"",Y,Y
122,2018-09-21 08:18:24,Rent,120 yard Ground Floor House for Rent in Bufferzone 15-B,"2 Bed attach Bath + Drawing + Dinning Room. Neat and Clean, Muzike Floor.
Advance : Rs. 80,000/=
Rent: Rs. 20,000/=
Running Advance: 20000",18,139,20000,33,Residential,Home,120,Sqy,General,East Open,Homes,Homes,Ground,Ground+1,N,4,,,120-sqy-home-for-sale-north-nazimabad-town-karachi-33-122,33,Self,I,,Y,Total Price,225,E,W,1,"Sector 15/b, buffer zone north nazimabad town karachi.",24,1,Old,Normal,"",Y,Y
123,2018-09-21 15:20:11,Sale,120 Sq Yrds Plot For Sale in Rok Cooperative Housing Society,"120 Sq Yrds Plot For Sale.
One Of The Best & Clear Soceity In Scheme 33
All Utilities Available
For More Details Contact",20,144,6000000,35,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-scheme-33-karachi-35-123,35,self,I,,D,Total Price,233,E,W,2,Rok Cooperative Housing Soceity Limited Sector 6-A Scheme 33,24,13,New,Normal,"",Y,Y
124,2018-09-21 15:25:30,Sale,200 Sq Yrds Plot For Sale in Rok Cooperative Housing Society,"200 Sq Yrds Plot For Sale
All Utilities Available
Water Supply Electricity Boundary Wall Sewerage Lines Safe & Secure 24 Hours Security Staff.
For More Details Contact",20,144,9500000,35,Residential,Plot,200,Sqy,General,West Open,Plots,Park,None,None,N,0,,,200-sqy-plot-for-sale-scheme-33-karachi-35-124,35,self,I,,D,Total Price,234,E,W,2,Rok Cooperative Housing Society Limited Sector 6-A Scheme 33,30,13,New,Normal,"",Y,Y
